Name,Cannes 2026,Checked,Director,Link,Place,Year
Tropical Malady (สัตว์ประหลาด),No,Yes,Apichatpong Weerasethakul,https://movie.douban.com/subject/1414808/,Thailand,2004
The Seventh Seal (Det sjunde inseglet),No,Yes,Ingmar Bergman,https://movie.douban.com/subject/1293234/,Sweden,1957
Elephant,No,Yes,Gus Van Sant,https://movie.douban.com/subject/1292272/,"Portland, Multnomah County, Oregon, United States",2003
Hidden Man (邪不压正),No,Yes,Jiang Wen,https://movie.douban.com/subject/26366496/,"BeiPing Jiu Restaurant, 东旧帘子胡同, 西交民巷社区, Xichang'anjie Subdistrict, 首都功能核心区, Xicheng District, Beijing, 100032, China",2018
Memories of Murder (살인의 추억),No,Yes,Bong Joon-ho,https://movie.douban.com/subject/1300299/,"Hwaseong-si, Gyeonggi, South Korea",2003
My Own Private Idaho,No,Yes,Gus Van Sant,https://movie.douban.com/subject/1292792/,"Portland, Multnomah County, Oregon, United States",1991
The End of Evangelion,No,Yes,Hideaki Anno,https://movie.douban.com/subject/1308892/,"Hakone, Ashigarashimo County, Kanagawa Prefecture, 250-0398, Japan",1997
Chinatown,No,Yes,Roman Polanski,https://movie.douban.com/subject/1293889/,"Los Angeles, Los Angeles County, California, United States",1974
Before Sunrise,No,Yes,Richard Linklater,https://movie.douban.com/subject/1296339/,"Vienna, Austria",1995
American Beauty,No,Yes,Sam Mendes,https://movie.douban.com/subject/1292062/,"Sacramento, Sacramento County, California, United States",1999
Akira,No,Yes,Katsuhiro Otomo,https://movie.douban.com/subject/1302770/,"NEO TOKYO, 1, Senzoku 4, Senzoku, Taito, Tokyo, 111-0031, Japan",1988
Isle of Dogs,No,Yes,Wes Anderson,https://movie.douban.com/subject/26640371/,Japan,2018
Wild Tales (Relatos salvajes),No,Yes,Damián Szifron,https://movie.douban.com/subject/24750126/,"Buenos Aires, Comuna 1, Autonomous City of Buenos Aires, Argentina",2014
The Sun Also Rises (太阳照常升起),No,Yes,Jiang Wen,https://movie.douban.com/subject/1766086/,"Yunnan, China",2007
The 400 Blows (Les quatre cents coups),No,Yes,François Truffaut,https://movie.douban.com/subject/1300056/,"Paris, Ile-de-France, Metropolitan France, France",1959
Taxi Driver,No,Yes,Martin Scorsese,https://movie.douban.com/subject/1292222/,"New York, United States",1976
The Wasted Times (罗曼蒂克消亡史),No,Yes,Cheng Er,https://movie.douban.com/subject/24751763/,"Shanghai, China",2016
La La Land,No,Yes,Damien Chazelle,https://movie.douban.com/subject/25934014/,"Los Angeles, Los Angeles County, California, United States",2016
Days of Being Wild (阿飛正傳),No,Yes,Wong Kar-wai,https://movie.douban.com/subject/1305690/,"Hong Kong, China",1990
Devils on the Doorstep (鬼子来了),No,Yes,Jiang Wen,https://movie.douban.com/subject/1291858/,"Hebei, China",2000
J'accuse (An Officer and a Spy),No,Yes,Roman Polanski,https://movie.douban.com/subject/10745208/,"Paris, Ile-de-France, Metropolitan France, France",2019
Goodfellas,No,Yes,Martin Scorsese,https://movie.douban.com/subject/1292268/,"New York, United States",1990
Blade Runner,No,Yes,Ridley Scott,https://movie.douban.com/subject/1291839/,"Los Angeles, Los Angeles County, California, United States",1982
The Man from Earth,No,Yes,Richard Schenkman,https://movie.douban.com/subject/2300586/,United States,2007
Xiao Wu (小武),No,Yes,Jia Zhangke,https://movie.douban.com/subject/1291851/,"Fenyang City, Lüliang City, Shanxi, China",1998
Midnight in Paris,No,Yes,Woody Allen,https://movie.douban.com/subject/4319218/,"Paris, Ile-de-France, Metropolitan France, France",2011
American History X,No,Yes,Tony Kaye,https://movie.douban.com/subject/1293527/,"Venice Beach, Venice, Los Angeles, Los Angeles County, California, United States",1998
A Better Tomorrow (英雄本色),No,Yes,John Woo,https://movie.douban.com/subject/1297574/,"Hong Kong, China",1986
Downfall (Der Untergang),No,Yes,Oliver Hirschbiegel,https://movie.douban.com/subject/1309115/,"Berlin, Germany",2004
"Three Billboards Outside Ebbing, Missouri",No,Yes,Martin McDonagh,https://movie.douban.com/subject/26611804/,"Sylva, Jackson County, North Carolina, United States",2017
Apocalypse Now,No,Yes,Francis Ford Coppola,https://movie.douban.com/subject/1292260/,"Mekong Delta, Vietnam",1979
Oldboy (올드보이),No,Yes,Park Chan-wook,https://movie.douban.com/subject/1308865/,"Seoul, South Korea",2003
Requiem for a Dream,No,Yes,Darren Aronofsky,https://movie.douban.com/subject/1292270/,"Coney Island, Brooklyn, Kings County, New York, 11224, United States",2000
